lat,long,zonedist_level1_res30_std_dev_9x9,zonedist_level2_res30_std_dev_9x9,zonedist_level3_res30_std_dev_9x9,has_residence_res30_std_dev_9x9,has_manufacture_res30_std_dev_9x9,has_commercial_res30_std_dev_9x9,has_park_res30_std_dev_9x9
40.81042333,-73.90944,0.9310967,11.204763,26.713745,0.42372844,0.48886395,0.0,0.3289608
40.8104,-73.909385,0.9310967,11.204763,26.713745,0.42372844,0.48886395,0.0,0.3289608
40.81038,-73.909345,0.9310967,11.204763,26.713745,0.42372844,0.48886395,0.0,0.3289608
40.81033333,-73.90925333,0.9310967,11.204763,26.713745,0.42372844,0.48886395,0.0,0.3289608
40.81030667,-73.90922333,0.9310967,11.204763,26.713745,0.42372844,0.48886395,0.0,0.3289608
40.81029333,-73.90917333,0.96596557,11.349313,27.73864,0.43822813,0.49351844,0.0,0.18885258
40.81028,-73.90911833,0.9800634,11.310327,27.865196,0.47941944,0.4990465,0.0,0.18885258
40.81026167,-73.909055,0.9800634,11.310327,27.865196,0.47941944,0.4990465,0.0,0.18885258
40.81023833,-73.90897833,0.9800634,11.310327,27.865196,0.47941944,0.4990465,0.0,0.18885258
40.81021833,-73.908895,0.998093,11.428792,28.323526,0.48604983,0.49690396,0.0,0.0
40.81017333,-73.90871333,0.998093,11.428792,28.323526,0.48604983,0.49690396,0.0,0.0
40.810155,-73.90862167,0.99625885,11.428792,28.323526,0.48886397,0.49690396,0.0,0.0
40.81013833,-73.90853667,0.99625885,11.428792,28.323526,0.48886397,0.49690396,0.0,0.0
40.81012667,-73.90847,0.99625885,11.428792,28.323526,0.48886397,0.49690396,0.0,0.0
40.810125,-73.90843167,0.99625885,11.428792,28.323526,0.48886397,0.49690396,0.0,0.0
40.81009667,-73.90818333,0.9870369,11.301091,27.915289,0.48886397,0.49135184,0.0,0.0
40.81007833,-73.9081,0.96580774,11.026648,27.122145,0.49536797,0.47941944,0.0,0.0
40.81006,-73.90800833,0.96580774,11.026648,27.122145,0.49536797,0.47941944,0.0,0.0
40.81004,-73.90791833,0.96580774,11.026648,27.122145,0.49536797,0.47941944,0.0,0.0
40.810025,-73.90782333,0.9337121,10.73769,26.311392,0.4981294,0.46685606,0.0,0.0
40.80997833,-73.907525,0.81444067,9.366067,22.726923,0.49351844,0.40722033,0.0,0.0
40.809905,-73.90740667,0.81444067,9.366067,22.726923,0.49351844,0.40722033,0.0,0.0
40.80987,-73.90739667,0.81444067,9.366067,22.726923,0.49351844,0.40722033,0.0,0.0
40.80982833,-73.90739833,0.81444067,9.366067,22.726923,0.49351844,0.40722033,0.0,0.0
40.80977667,-73.90741167,0.81444067,9.366067,22.726923,0.49351844,0.40722033,0.0,0.0
40.80964333,-73.907465,0.68515736,7.8793097,19.001482,0.46685606,0.34257868,0.0,0.0
40.80957167,-73.90749167,0.68515736,7.8793097,19.001482,0.46685606,0.34257868,0.0,0.0
40.80950167,-73.90751833,0.68515736,7.8793097,19.001482,0.46685606,0.34257868,0.0,0.0
40.80944167,-73.90753833,0.5237828,6.023503,14.499892,0.40722033,0.2618914,0.0,0.0
40.80939833,-73.90755,0.5237828,6.023503,14.499892,0.40722033,0.2618914,0.0,0.0
40.80920333,-73.90761333,0.2208462,2.5397315,6.5040755,0.3289608,0.1104231,0.0,0.0
40.80913833,-73.90763833,0.2208462,2.5397315,6.5040755,0.3289608,0.1104231,0.0,0.0
40.80906667,-73.90766,0.2208462,2.5397315,6.5040755,0.3289608,0.1104231,0.0,0.0
40.80899,-73.90768,0.2208462,2.5397315,6.5040755,0.3289608,0.1104231,0.0,0.0
40.80891167,-73.90770167,0.0,0.0,2.4302495,0.18885258,0.0,0.0,0.0
40.808825,-73.90772667,0.0,0.0,2.4302495,0.18885258,0.0,0.0,0.0
40.808735,-73.90775667,0.0,0.0,2.4302495,0.18885258,0.0,0.0,0.0
40.80864333,-73.907785,0.0,0.0,2.2239363,0.0,0.0,0.0,0.0
40.80855,-73.90781833,0.0,0.0,2.2239363,0.0,0.0,0.0,0.0
40.80845667,-73.90785667,0.0,0.0,2.3570225,0.0,0.0,0.0,0.0
40.80836,-73.90789333,0.0,0.0,2.118642,0.0,0.0,0.0,0.0
40.80826167,-73.90792833,0.0,0.0,2.118642,0.0,0.0,0.0,0.0
40.80806667,-73.90800833,0.0,0.22084622,3.5408647,0.0,0.0,0.0,0.0
40.80797667,-73.90802667,0.0,0.22084622,3.5408647,0.0,0.0,0.0,0.0
40.807885,-73.90804667,0.0,0.22084622,3.5408647,0.0,0.0,0.0,0.0
40.80778833,-73.90808667,0.0,0.43333158,6.0409617,0.0,0.0,0.0,0.0
40.80769167,-73.90813,0.0,0.31036556,4.4839125,0.0,0.0,0.0,0.0
40.80759667,-73.90817333,0.0,0.5237828,7.1855674,0.0,0.0,0.0,0.0
40.8075,-73.90821333,0.0,0.5237828,7.1855674,0.0,0.0,0.0,0.0
40.80741333,-73.908245,0.0,0.5237828,7.1855674,0.0,0.0,0.0,0.0
40.80732833,-73.90827,0.0,0.73412687,9.910712,0.0,0.0,0.0,0.0
40.80723833,-73.90829833,0.0,0.73412687,9.910712,0.0,0.0,0.0,0.0
40.80704833,-73.90836333,0.0,0.8474569,11.440668,0.0,0.0,0.0,0.0
40.806955,-73.90839667,0.0,0.77689546,10.488089,0.0,0.0,0.0,0.0
40.80687167,-73.90842833,0.0,0.77689546,10.488089,0.0,0.0,0.0,0.0
40.80679667,-73.908455,0.0,0.77689546,10.488089,0.0,0.0,0.0,0.0
40.80674,-73.90848,0.0,0.88957447,12.009256,0.0,0.0,0.0,0.0
40.80669667,-73.90849667,0.0,0.88957447,12.009256,0.0,0.0,0.0,0.0
40.80663333,-73.90853,0.0,0.88957447,12.009256,0.0,0.0,0.0,0.0
40.80654167,-73.90859333,0.0,0.88957447,12.009256,0.0,0.0,0.0,0.0
40.80648333,-73.90863333,0.0,0.96580774,13.038404,0.0,0.0,0.0,0.0
40.80643,-73.908675,0.0,0.9132465,12.381134,0.0,0.0,0.0,0.0
40.80638833,-73.90871333,0.0,0.9132465,12.381134,0.0,0.0,0.0,0.0
40.80634667,-73.90875333,0.0,0.9132465,12.381134,0.0,0.0,0.0,0.0
40.80631167,-73.9088,0.0,0.9132465,12.381134,0.0,0.0,0.0,0.0
40.80628333,-73.90885167,0.0,0.9132465,12.381134,0.0,0.0,0.0,0.0
40.80626,-73.90889833,0.0,0.9132465,12.381134,0.0,0.0,0.0,0.0
40.80624833,-73.90893667,0.0,0.94280905,12.946738,0.0,0.0,0.0,0.0
40.80624333,-73.90896333,0.0,0.94280905,12.946738,0.0,0.0,0.0,0.0
40.80621667,-73.909165,0.0,0.94280905,12.946738,0.0,0.0,0.0,0.0
40.806185,-73.909225,0.0,0.87645626,12.191556,0.0,0.0,0.0,0.0
40.80615,-73.90930167,0.0,0.87645626,12.191556,0.0,0.0,0.0,0.0
40.80609667,-73.90947667,0.0,0.7962724,11.324548,0.0,0.0,0.0,0.0
40.80606833,-73.90954667,0.0,0.7962724,11.324548,0.0,0.0,0.0,0.0
40.80603667,-73.909595,0.0,0.7962724,11.324548,0.0,0.0,0.0,0.0
40.80601333,-73.90964667,0.0,0.7962724,11.324548,0.0,0.0,0.0,0.0
40.80599,-73.9097,0.0,0.7962724,11.324548,0.0,0.0,0.0,0.0
40.80597167,-73.90976,0.0,0.83147943,12.054151,0.0,0.0,0.0,0.0
40.80591167,-73.90987167,0.0,0.83147943,12.054151,0.0,0.0,0.0,0.0
40.80590333,-73.90990833,0.0,0.83147943,12.054151,0.0,0.0,0.0,0.0
40.805895,-73.90994667,0.0,0.83147943,12.054151,0.0,0.0,0.0,0.0
40.80588667,-73.90998333,0.0,0.83147943,12.054151,0.0,0.0,0.0,0.0
40.80574833,-73.910005,0.0,0.73412687,10.854583,0.0,0.0,0.0,0.0
40.80571167,-73.90990833,0.0,0.94280905,13.649945,0.0,0.0,0.0,0.0
40.80562667,-73.90979167,0.0,0.94280905,13.649945,0.0,0.0,0.0,0.0
40.80555333,-73.90964,0.0,0.9827036,13.980391,0.0,0.0,0.0,0.0
40.80539,-73.90940833,0.0,0.9827037,13.849222,0.0,0.0,0.0,0.0
40.80531333,-73.90931,0.0,0.9827037,13.849222,0.0,0.0,0.0,0.0
40.80523667,-73.90921167,0.0,0.9827037,13.849222,0.0,0.0,0.0,0.0
40.80516667,-73.90911833,0.0,0.84745693,11.927626,0.0,0.0,0.0,0.0
40.80509833,-73.90902667,0.0,0.84745693,11.927626,0.0,0.0,0.0,0.0
40.80503167,-73.90895333,0.0,0.84745693,11.927626,0.0,0.0,0.0,0.0
40.80498833,-73.90889167,0.0,0.756217,10.357811,0.0,0.0,0.0,0.0
40.804955,-73.90883167,0.0,0.756217,10.357811,0.0,0.0,0.0,0.0
40.80489167,-73.90870167,0.0,0.68515736,9.587435,0.0,0.0,0.0,0.0
40.80486167,-73.90863833,0.0,0.5619658,7.586538,0.0,0.0,0.0,0.0
40.80483667,-73.90858,0.0,0.5619658,7.586538,0.0,0.0,0.0,0.0
40.804815,-73.90852667,0.0,0.5619658,7.586538,0.0,0.0,0.0,0.0
40.80479667,-73.90847333,0.0,0.5619658,7.586538,0.0,0.0,0.0,0.0
40.80478,-73.90842333,0.0,0.5619658,7.586538,0.0,0.0,0.0,0.0
40.80476667,-73.90837333,0.0,0.4333316,5.849976,0.0,0.0,0.0,0.0
40.80474,-73.908315,0.0,0.4333316,5.849976,0.0,0.0,0.0,0.0
40.80463667,-73.90824,0.0,0.2208462,2.9814234,0.0,0.0,0.0,0.0
40.804555,-73.90812,0.0,0.2208462,2.9814234,0.0,0.0,0.0,0.0
40.80449833,-73.90805,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.80446,-73.90797167,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.80441167,-73.90789,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.80431833,-73.90774667,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.804275,-73.90767833,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.804235,-73.907605,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.80420833,-73.907515,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.804175,-73.90745167,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.804135,-73.90736167,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.80409667,-73.90721833,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.80413667,-73.90718,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.80417833,-73.907135,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.80422333,-73.90709,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.80427167,-73.90704333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.80432667,-73.906985,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.80438,-73.90693,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.80442667,-73.906875,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.80446833,-73.90682833,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.8045,-73.90678333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.80451333,-73.90674167,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.80451,-73.9067,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.80448833,-73.90665667,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.80445333,-73.90660667,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.80441167,-73.90655667,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.80436667,-73.90649,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.80432333,-73.906415,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.804275,-73.90633,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.80422333,-73.90624167,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.80412,-73.90606,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.80407,-73.90597,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.80394333,-73.90573333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.803915,-73.90568167,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.80389167,-73.90563,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.803875,-73.90562667,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.80382333,-73.905605,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.803785,-73.90562833,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.80373833,-73.90566833,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.80368667,-73.90572167,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.80363333,-73.90577667,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.80357833,-73.90583167,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.80352833,-73.90588333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.80348333,-73.90592667,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.80344333,-73.90596667,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.80340833,-73.906,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.80338333,-73.90602333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.80331667,-73.90607,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.80328,-73.90609333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.80319667,-73.90617,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.80311667,-73.90625667,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.803035,-73.90634667,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.80296167,-73.90642833,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.802895,-73.90650333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.80274667,-73.90665167,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.80267333,-73.906725,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.8026,-73.9068,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.80252833,-73.90687333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.80245333,-73.90694833,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.80237833,-73.90702,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.80230833,-73.90709167,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.80225167,-73.90714667,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.802215,-73.90718,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.80219167,-73.907205,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.80219167,-73.90729,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.80221667,-73.90734333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.80225167,-73.90740333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.80229667,-73.90747,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.80234333,-73.90754833,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.802395,-73.90763833,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.80244667,-73.90773333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.80250333,-73.90783167,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.802615,-73.90803167,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.80266833,-73.90812667,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.80271333,-73.90820333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.80275833,-73.90829,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.80281167,-73.90837167,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.80283,-73.90840167,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.80285,-73.90844167,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.80287333,-73.90849167,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.80294,-73.908605,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.80298,-73.90866833,0.0,0.3103656,4.9658484,0.0,0.0,0.0,0.0
40.803025,-73.90873667,0.0,0.3103656,4.9658484,0.0,0.0,0.0,0.0
40.80307167,-73.90881667,0.0,0.3103656,4.9658484,0.0,0.0,0.0,0.0
40.80312,-73.90890167,0.0,0.3103656,4.9658484,0.0,0.0,0.0,0.0
40.80317,-73.90898667,0.0,0.48132318,7.701171,0.0,0.0,0.0,0.0
40.80322,-73.90907667,0.0,0.48132318,7.701171,0.0,0.0,0.0,0.0
40.80327167,-73.90917,0.0,0.48132318,7.701171,0.0,0.0,0.0,0.0
40.80332167,-73.909265,0.0,0.6579216,10.526746,0.0,0.0,0.0,0.0
40.80337667,-73.90936,0.0,0.6579216,10.526746,0.0,0.0,0.0,0.0
40.80343333,-73.909455,0.0,0.6579216,10.526746,0.0,0.0,0.0,0.0
40.80349,-73.90955167,0.0,0.7962724,12.740358,0.0,0.0,0.0,0.0
40.80354833,-73.909645,0.0,0.7962724,12.740358,0.0,0.0,0.0,0.0
40.80359333,-73.90975333,0.0,0.92386603,14.781857,0.0,0.0,0.0,0.0
40.80364167,-73.90986,0.0,0.92386603,14.781857,0.0,0.0,0.0,0.0
40.80368833,-73.90996167,0.0,0.92386603,14.781857,0.0,0.0,0.0,0.0
40.80373333,-73.910065,0.0,0.9870369,15.79259,0.0,0.0,0.0,0.0
40.803775,-73.91016667,0.0,0.9870369,15.79259,0.0,0.0,0.0,0.0
40.80381667,-73.91026833,0.0,0.9870369,15.79259,0.0,0.0,0.0,0.0
40.80385833,-73.91036667,0.0,0.9938079,15.900927,0.0,0.0,0.0,0.0
40.80390333,-73.910465,0.0,0.9938079,15.900927,0.0,0.0,0.0,0.0
40.803945,-73.91056667,0.0,0.94280905,15.084945,0.0,0.0,0.0,0.0
40.80399,-73.91066667,0.0,0.94280905,15.084945,0.0,0.0,0.0,0.0
40.80403333,-73.91077,0.0,0.94280905,15.084945,0.0,0.0,0.0,0.0
40.80407667,-73.91087,0.0,0.83147943,13.30367,0.0,0.0,0.0,0.0
40.80416833,-73.91104333,0.0,0.7962724,12.740357,0.0,0.0,0.0,0.0
40.80421,-73.91112667,0.0,0.6579216,10.526746,0.0,0.0,0.0,0.0
40.804245,-73.91121,0.0,0.6579216,10.526746,0.0,0.0,0.0,0.0
40.80427167,-73.91128667,0.0,0.6579216,10.526746,0.0,0.0,0.0,0.0
40.804295,-73.911345,0.0,0.5237828,8.380525,0.0,0.0,0.0,0.0
40.80431167,-73.911385,0.0,0.5237828,8.380525,0.0,0.0,0.0,0.0
40.80432167,-73.91140667,0.0,0.5237828,8.380525,0.0,0.0,0.0,0.0
40.80437,-73.91156333,0.0,0.5237828,8.380525,0.15518276,0.0,0.0,0.0
40.804385,-73.911605,0.0,0.5237828,8.380525,0.15518276,0.0,0.0,0.0
40.80441833,-73.91168667,0.0,0.37770516,6.0432825,0.2618914,0.0,0.0,0.0
40.80443333,-73.91172667,0.0,0.37770516,6.0432825,0.2618914,0.0,0.0,0.0
40.80448,-73.91183333,0.0,0.37770516,6.0432825,0.2618914,0.0,0.0,0.0
40.80449833,-73.91187667,0.0,0.37770516,6.0432825,0.2618914,0.0,0.0,0.0
40.804515,-73.91191667,0.2208462,2.2167284,6.798514,0.34257868,0.1104231,0.0,0.0
40.80453333,-73.91195833,0.2208462,2.2167284,6.798514,0.34257868,0.1104231,0.0,0.0
40.80455333,-73.91200333,0.2208462,2.2167284,6.798514,0.34257868,0.1104231,0.0,0.0
40.80456833,-73.912045,0.2208462,2.2167284,6.798514,0.34257868,0.1104231,0.0,0.0
40.80457167,-73.91207333,0.2208462,2.2167284,6.798514,0.34257868,0.1104231,0.0,0.0
40.8046,-73.91214333,0.2208462,2.2167284,6.798514,0.34257868,0.1104231,0.0,0.0
40.80461833,-73.91219333,0.4333316,4.333316,11.483286,0.39813617,0.2166658,0.0,0.0
40.804645,-73.912275,0.56196576,5.6196585,14.892093,0.43822816,0.28098288,0.0,0.0
40.80469833,-73.91236667,0.56196576,5.6196585,14.892093,0.43822816,0.28098288,0.0,0.0
40.804735,-73.91245333,0.6851574,6.8515744,18.156673,0.46685606,0.3425787,0.0,0.0
40.804785,-73.912545,0.6851574,6.8515744,18.156673,0.46685606,0.3425787,0.0,0.0
40.80482667,-73.91263,0.6851574,6.8515744,18.156673,0.46685606,0.3425787,0.0,0.0
40.804865,-73.91271833,0.756217,7.562169,20.039747,0.48604986,0.3781085,0.0,0.0
40.80490833,-73.91281,0.86243206,8.624321,22.85445,0.49965698,0.43121603,0.0,0.0
40.80495333,-73.91290833,0.86243206,8.624321,22.85445,0.49965698,0.43121603,0.0,0.0
40.80500667,-73.91301333,0.91324645,9.132465,24.201035,0.4981294,0.45662323,0.0,0.0
40.805055,-73.91312,0.91324645,9.132465,24.201035,0.4981294,0.45662323,0.0,0.0
40.80509833,-73.91322667,0.9511783,9.511784,25.206223,0.4913518,0.47558916,0.0,0.0
40.80514167,-73.91332167,0.9511783,9.511784,25.206223,0.4913518,0.47558916,0.0,0.0
40.80522667,-73.91352167,0.9993139,9.993139,26.48182,0.44478723,0.49965695,0.0,0.0
40.805275,-73.913625,0.9993139,9.993139,26.48182,0.44478723,0.49965695,0.0,0.0
40.805365,-73.913835,0.99931395,9.993139,26.481817,0.42372844,0.49965698,0.0,0.0
40.80540667,-73.91393667,0.99931395,9.993139,26.481817,0.42372844,0.49965698,0.0,0.0
40.805445,-73.91403,0.99931395,9.993139,26.481817,0.42372844,0.49965698,0.0,0.0
40.80548,-73.91411167,0.9337121,9.337121,24.743372,0.3142697,0.46685606,0.0,0.0
40.80550667,-73.914175,0.9337121,9.337121,24.743372,0.3142697,0.46685606,0.0,0.0
40.805525,-73.91421167,0.9337121,9.337121,24.743372,0.3142697,0.46685606,0.0,0.0
40.805535,-73.91423333,0.9337121,9.337121,24.743372,0.3142697,0.46685606,0.0,0.0
40.80557833,-73.91437,0.90182626,9.018263,23.898397,0.3142697,0.45091316,0.0,0.0
40.80556833,-73.91442167,0.90182626,9.018263,23.898397,0.3142697,0.45091316,0.0,0.0
40.80556,-73.914445,0.90182626,9.018263,23.898397,0.3142697,0.45091316,0.0,0.0
40.80552333,-73.9145,0.90182626,9.018263,23.898397,0.3142697,0.45091316,0.0,0.0
40.80547833,-73.91452667,0.90182626,9.018263,23.898397,0.3142697,0.45091316,0.0,0.0
40.80542667,-73.91456333,0.97772795,9.777279,25.90979,0.40722033,0.48886397,0.0,0.0
40.80536667,-73.91460167,0.9588389,9.588388,25.409231,0.3981362,0.47941944,0.0,0.0
40.80530167,-73.91464667,0.9588389,9.588388,25.409231,0.3981362,0.47941944,0.0,0.0
40.80523667,-73.91469667,0.9588389,9.588388,25.409231,0.3981362,0.47941944,0.0,0.0
40.80517333,-73.91474167,0.998093,9.980929,26.449465,0.45091313,0.4990465,0.0,0.0
40.80511833,-73.91478167,0.998093,9.980929,26.449465,0.45091313,0.4990465,0.0,0.0
40.805075,-73.91480667,0.998093,9.980929,26.449465,0.45091313,0.4990465,0.0,0.0
40.80498167,-73.91489167,0.9781954,9.865904,25.922598,0.43121603,0.49351844,0.0,0.15518278
40.80494,-73.914925,0.9781954,9.865904,25.922598,0.43121603,0.49351844,0.0,0.15518278
